Id,Imię,Nazwisko,Stypendium,Rok,Kierunek,Miasto,Ulica
652,Jowita,Dudziński,true,3,Automatyka i Robotyka,Wrocław,ALeja Solidarności
653,Arkadiusz,Świątek,false,4,Informatyka,Gdańsk,Piękna
654,Faustyna,Pietrzak,true,3,Mikroelektronika w technice i medycynie,Kraków,Piękna
655,Pola,Twardowski,false,1,Mikroelektronika w technice i medycynie,Poznań,Stanisława Małachowskiego
656,Robert,Biernacki,false,2,Inżynieria Biomedyczna,Kraków,Wiejska
657,Danuta,Jakubowski,false,2,Mikroelektronika w technice i medycynie,Gdańsk,Stefana Starzyńskiego
658,Samanta,Krupa,false,1,Mikroelektronika w technice i medycynie,Wrocław,Henryka Dąbrowskiego
659,Patrycja,Lasota,false,4,Informatyka,Katowice,Akademicka
660,Leon,Kmiecik,true,4,Informatyka,Katowice,3 Maja
661,Norbert,Łukaszewski,false,2,Mikroelektronika w technice i medycynie,Wrocław,Nowowiejska
662,Samanta,Grzybowski,false,1,Elektrotechnika,Wrocław,Bolesława Leśmiana
663,Judyta,Cichocki,true,5,Mikroelektronika w technice i medycynie,Kraków,Tadeusza Kościuszki
664,Igor,Dudziński,false,5,Elektrotechnika,Wrocław,Stanisława Małachowskiego
665,Olga,Jędrzejewski,false,4,Automatyka i Robotyka,Kraków,Wincentego Witosa
666,Hieronim,Rudnicki,false,1,Inżynieria Biomedyczna,Kielce,gen. Andersa
667,Monika,Kaczorowski,true,2,Informatyka,Poznań,Adama Mickiewicza
668,Luiza,Szczepański,false,4,Informatyka,Lublin,Szpitalna
669,Waldemar,Chmielewski,false,5,Automatyka i Robotyka,Bydgoszcz,ks. Jerzego Popoiełuszki
670,Aleksander,Stec,false,4,Inżynieria Biomedyczna,Kraków,Partyzantów
671,Kamil,Piórkowski,false,3,Informatyka,Bydgoszcz,Złota
672,Joanna,Kaczmarek,true,3,Automatyka i Robotyka,Warszawa,Fabryczna
673,Sabina,Skiba,false,3,Mikroelektronika w technice i medycynie,Bydgoszcz,Grottgera
674,Faustyna,Witek,true,3,Elektrotechnika,Wrocław,Uniwersytecka
675,Jolanta,Cichocki,false,5,Inżynieria Biomedyczna,Kraków,Bracka
676,Ewa,Czech,false,1,Automatyka i Robotyka,Szczecin,Józefa Poniatowskiego
677,Hilary,Michalak,false,3,Elektrotechnika,Warszawa,Piękna
678,Teresa,Banaś,false,1,Inżynieria Biomedyczna,Wrocław,Andrzeja Struga
679,Dominika,Kubacki,false,5,Inżynieria Biomedyczna,Wrocław,Długa
680,Magda,Niemiec,false,1,Inżynieria Biomedyczna,Lublin,Wiejska
681,Rafał,Nowacki,false,3,Elektrotechnika,Kraków,Krupnicza
682,Zdzisław,Skrzypczak,true,1,Mikroelektronika w technice i medycynie,Szczecin,Szeroka
683,Leon,Grzegorczyk,true,3,Automatyka i Robotyka,Bydgoszcz,Dworcowa
684,Dominik,Kula,false,5,Informatyka,Kielce,Powstańców Śląskich
685,Weronika,Mroczek,false,4,Inżynieria Biomedyczna,Katowice,Warszawska
686,Oleg,Śliwiński,false,4,Informatyka,Wrocław,Grottgera
687,Oleg,Kasprzak,false,3,Mikroelektronika w technice i medycynie,Kraków,Armii Krajowej
688,Konrad,Rak,false,2,Mikroelektronika w technice i medycynie,Szczecin,Bracka
689,Walentyna,Głowacki,true,2,Informatyka,Katowice,Bracka
690,Bartosz,Kasprzak,false,3,Informatyka,Kraków,Juliana Tuwima
691,Otylia,Konopka,true,4,Inżynieria Biomedyczna,Kraków,3 Maja
692,Damian,Grzesiak,false,1,Inżynieria Biomedyczna,Kielce,Jana Kasprowicza
693,Samanta,Gałązka,true,5,Elektrotechnika,Bydgoszcz,Królowej Jadwigi
694,Rafał,Gołębiewski,false,3,Mikroelektronika w technice i medycynie,Katowice,Piękna
695,Radosław,Mazurkiewicz,true,3,Mikroelektronika w technice i medycynie,Gdańsk,Kazimierza Wielkiego
696,Fabian,Zaborowski,false,4,Inżynieria Biomedyczna,Bydgoszcz,Zwycięstwa
697,Hanna,Murawski,true,1,Informatyka,Kielce,Łódzka
698,Faustyna,Grzybowski,false,2,Inżynieria Biomedyczna,Warszawa,Puławska
699,Leokadia,Zawada,false,5,Inżynieria Biomedyczna,Wrocław,Młyńska
700,Wit,Trojanowski,false,5,Elektrotechnika,Szczecin,Mariacka
701,Pola,Świderski,false,4,Elektrotechnika,Warszawa,Kolejowa
702,Bolesław,Wojtczak,false,2,Elektrotechnika,Kraków,Szeroka
703,Rachela,Różycki,false,4,Automatyka i Robotyka,Poznań,Kolejowa
704,Karolina,Kaczorowski,false,2,Elektrotechnika,Warszawa,Józefa Dietla
705,Jeremiasz,Bednarek,true,1,Automatyka i Robotyka,Kraków,ks. Jerzego Popoiełuszki
706,Gertruda,Zaborowski,false,2,Mikroelektronika w technice i medycynie,Kraków,Grabarska
707,Ewa,Różycki,false,1,Elektrotechnika,Szczecin,Ciasna
708,Andżelika,Kurek,false,4,Mikroelektronika w technice i medycynie,Gdańsk,Józefa Dietla
709,Alicja,Szczygieł,false,1,Informatyka,Szczecin,Targowa
710,Robert,Czajka,true,4,Elektrotechnika,Bydgoszcz,Uniwersytecka
711,Bogdan,Jarosz,false,5,Elektrotechnika,Kraków,Żytnia
712,Olga,Dobosz,false,4,Mikroelektronika w technice i medycynie,Katowice,Targowa
713,Przemysław,Olejniczak,false,2,Elektrotechnika,Szczecin,Juliana Tuwima
714,Waldemar,Bartczak,false,4,Mikroelektronika w technice i medycynie,Katowice,gen. Andersa
715,Grażyna,Kubik,false,3,Elektrotechnika,Kielce,Mikołowska
716,Magda,Szewczyk,false,4,Automatyka i Robotyka,Szczecin,Hallera
717,Wojciech,Kasprzak,false,4,Elektrotechnika,Lublin,Stefana Starzyńskiego
718,Maks,Duda,false,5,Mikroelektronika w technice i medycynie,Bydgoszcz,Uniwersytecka
719,Tomasz,Białek,false,3,Automatyka i Robotyka,Kraków,Wojska Polskiego
720,Agnieszka,Andrzejczak,false,2,Elektrotechnika,Warszawa,Ciasna
721,Berta,Tkaczyk,false,3,Elektrotechnika,Kraków,Królowej Jadwigi
722,Agata,Trojanowski,false,2,Elektrotechnika,Katowice,Żytnia
723,Michał,Jaśkiewicz,false,4,Informatyka,Kraków,Północna
724,Julia,Krzemiński,false,5,Automatyka i Robotyka,Bydgoszcz,Grunwaldzka
725,Bolesław,Lisiecki,true,2,Elektrotechnika,Kraków,Gabriela Narutowicza
726,Sabina,Smoliński,false,2,Inżynieria Biomedyczna,Wrocław,Juliusza Słowackiego
727,Rachela,Janowski,true,5,Automatyka i Robotyka,Kraków,Wawelska
728,Wojciech,Morawski,false,1,Elektrotechnika,Warszawa,Gabriela Narutowicza
729,Czesław,Tokarski,false,2,Informatyka,Bydgoszcz,Katedralna
730,Ignacy,Winiarski,true,2,Informatyka,Wrocław,Krupnicza
731,Sara,Szulc,false,2,Informatyka,Katowice,Poznańska
732,Elżbieta,Zajączkowski,false,3,Elektrotechnika,Poznań,Szewska
733,Kamil,Laskowski,false,4,Inżynieria Biomedyczna,Poznań,Młyńska
734,Marzena,Słowiński,false,4,Automatyka i Robotyka,Lublin,Kazimierza Pułaskiego
735,Sabina,Pietrzyk,false,5,Mikroelektronika w technice i medycynie,Warszawa,11 Listopada
736,Otylia,Mika,false,1,Mikroelektronika w technice i medycynie,Poznań,Wawelska
737,Seweryn,Zalewski,false,2,Mikroelektronika w technice i medycynie,Gdańsk,Nowowiejska
738,Waldemar,Sokół,true,4,Elektrotechnika,Bydgoszcz,Bolesława Leśmiana
739,Łucja,Borek,true,4,Inżynieria Biomedyczna,Katowice,Brzeska
740,Alina,Różycki,false,3,Informatyka,Szczecin,Oświęcimska
741,Damian,Szymczyk,true,5,Automatyka i Robotyka,Szczecin,Wiejska
742,Iga,Drozdowski,false,3,Mikroelektronika w technice i medycynie,Szczecin,Szpitalna
743,Elżbieta,Niemiec,false,1,Elektrotechnika,Kraków,Kijowska
744,Łukasz,Marek,false,4,Mikroelektronika w technice i medycynie,Wrocław,Kijowska
745,Maks,Owczarek,false,1,Informatyka,Kraków,ALeja Solidarności
746,Nikola,Bartkowiak,true,2,Informatyka,Gdańsk,Henryka Sienkiewicza
747,Wit,Zaremba,true,3,Mikroelektronika w technice i medycynie,Gdańsk,Juliusza Słowackiego
748,Maria,Górka,false,3,Automatyka i Robotyka,Kraków,Pocztowa
749,Paulina,Zych,false,4,Mikroelektronika w technice i medycynie,Szczecin,Gdańska
750,Judyta,Błaszczyk,false,2,Elektrotechnika,Szczecin,Grottgera
751,Walentyna,Nawrocki,true,4,Elektrotechnika,Lublin,Andrzeja Struga
752,Samanta,Orzechowski,false,3,Automatyka i Robotyka,Lublin,Ogrodowa
753,Bruno,Andrzejczak,false,3,Mikroelektronika w technice i medycynie,Kielce,Lechicka
754,Maurycy,Olczak,false,5,Mikroelektronika w technice i medycynie,Bydgoszcz,Gnieźnieńska
755,Mirosław,Wiśniewski,false,5,Elektrotechnika,Katowice,Henryka Sienkiewicza
756,Sebastian,Różycki,false,2,Inżynieria Biomedyczna,Poznań,Piękna
757,Janina,Borowiec,false,4,Informatyka,Warszawa,Kolejowa
758,Edyta,Rojek,false,1,Automatyka i Robotyka,Kielce,Adama Mickiewicza
759,Adam,Pałka,true,2,Automatyka i Robotyka,Kielce,Stefana Żeromskiego
760,Feliks,Gutowski,false,5,Automatyka i Robotyka,Kielce,Toruńska
761,Joanna,Kaczyński,false,5,Informatyka,Warszawa,Opolska
762,Faustyna,Makowski,true,2,Informatyka,Kielce,Andrzeja Struga
763,Damian,Serafin,false,2,Inżynieria Biomedyczna,Bydgoszcz,Wojska Polskiego
764,Sylwia,Grzesiak,false,5,Automatyka i Robotyka,Warszawa,Katedralna
765,Juliusz,Kędziora,false,2,Automatyka i Robotyka,Wrocław,Świętojańska
766,Róża,Wilczyński,false,1,Inżynieria Biomedyczna,Warszawa,Janusza Korczaka
767,Milena,Kędzierski,false,5,Informatyka,Poznań,Zdrowa
768,Małgorzata,Żebrowski,false,3,Elektrotechnika,Wrocław,Zamkowa
769,Artur,Nowaczyk,false,5,Automatyka i Robotyka,Gdańsk,Grabarska
770,Maciej,Dębowski,false,3,Inżynieria Biomedyczna,Gdańsk,Jana Kasprowicza
771,Otylia,Bujak,true,3,Elektrotechnika,Wrocław,Pocztowa
772,Iwona,Marczak,false,2,Inżynieria Biomedyczna,Kielce,Mostowa
773,Waldemar,Małecki,false,4,Informatyka,Kraków,Karmelicka
774,Damian,Sobieraj,true,3,Inżynieria Biomedyczna,Warszawa,Uniwersytecka
775,Włodzimierz,Łukaszewski,false,2,Mikroelektronika w technice i medycynie,Szczecin,Zdrowa
776,Aleksandra,Skrzypczak,false,4,Inżynieria Biomedyczna,Poznań,ALeja Solidarności
777,Karyna,Słowik,false,5,Informatyka,Wrocław,Senatorska
778,Walentyna,Gałązka,false,3,Elektrotechnika,Szczecin,Towarowa
779,Bonifacy,Antczak,false,1,Mikroelektronika w technice i medycynie,Lublin,Starowiejska
780,Piotr,Sieradzki,false,2,Informatyka,Bydgoszcz,Katowicka
781,Laura,Skoczylas,false,1,Elektrotechnika,Kraków,Mikołaja Kopernika
782,Laura,Kula,true,4,Automatyka i Robotyka,Szczecin,Grodzka
783,Bonifacy,Kędziora,false,5,Elektrotechnika,Warszawa,Mikołaja Kopernika
784,Zuzanna,Jakubiak,false,4,Elektrotechnika,Warszawa,Królowej Jadwigi
785,Sylwia,Michalak,false,5,Inżynieria Biomedyczna,Kraków,Lechicka
786,Iwan,Wójcicki,false,2,Elektrotechnika,Kraków,Katowicka
787,Szczepan,Drozdowski,false,4,Informatyka,Kraków,Śląska
788,Ewa,Wilk,false,3,Automatyka i Robotyka,Lublin,Janusza Korczaka
789,Luiza,Lewicki,true,1,Automatyka i Robotyka,Warszawa,Grabarska
790,Czesława,Jankowiak,false,2,Elektrotechnika,Bydgoszcz,Strzelecka
791,Karol,Matuszewski,false,1,Informatyka,Gdańsk,Jana Pawła II
792,Zbigniew,Maj,false,3,Informatyka,Kraków,Kazimierza Pułaskiego
793,Zofia,Rakowski,false,3,Informatyka,Kraków,Zwycięstwa
794,Nadia,Marczak,false,1,Informatyka,Gdańsk,Oświęcimska
795,Dionizy,Sieradzki,false,2,Inżynieria Biomedyczna,Gdańsk,Szczecińska
796,Felicja,Jakubowski,true,5,Elektrotechnika,Wrocław,Miodowa
797,Stefan,Drzewiecki,false,2,Informatyka,Katowice,Lwowska
798,Walentyna,Masłowski,false,1,Inżynieria Biomedyczna,Kraków,Racławicka
799,Dagmara,Osiński,false,5,Inżynieria Biomedyczna,Kraków,Grottgera
800,Michał,Szewczyk,false,1,Inżynieria Biomedyczna,Warszawa,Krucza
801,Damian,Janiszewski,false,3,Mikroelektronika w technice i medycynie,Bydgoszcz,Józefa Poniatowskiego
802,Celina,Maliszewski,true,1,Mikroelektronika w technice i medycynie,Wrocław,Szpitalna
803,Aleksander,Mika,false,4,Automatyka i Robotyka,Wrocław,ks. Jerzego Popoiełuszki
804,Paweł,Szczygieł,true,4,Elektrotechnika,Lublin,Dworcowa
805,Rachela,Różycki,true,4,Automatyka i Robotyka,Katowice,Jagiellońska
806,Cezary,Matysiak,false,2,Inżynieria Biomedyczna,Kraków,Młyńska
807,Paweł,Sobolewski,false,2,Elektrotechnika,Szczecin,Tadeusza Kościuszki
808,Czesław,Sroka,false,4,Informatyka,Bydgoszcz,Ciasna
809,Teresa,Trojanowski,true,4,Mikroelektronika w technice i medycynie,Kielce,Piękna
810,Przemysław,Łukasiewicz,false,1,Mikroelektronika w technice i medycynie,Wrocław,Zwierzyniecka
811,Seweryn,Jarosz,false,2,Inżynieria Biomedyczna,Katowice,Lubelska
812,Olaf,Osiński,false,5,Informatyka,Katowice,Kijowska
813,Irena,Czech,true,5,Mikroelektronika w technice i medycynie,Szczecin,Wrocławska
814,Tomasz,Gołębiowski,false,2,Automatyka i Robotyka,Poznań,Wita Stwosza
815,Sara,Frąckowiak,false,1,Inżynieria Biomedyczna,Kraków,Legionów
816,Barbara,Zaręba,false,5,Automatyka i Robotyka,Kraków,Lipowa
817,Wioletta,Ptak,false,4,Informatyka,Wrocław,Aleja Wolności
818,Waldemar,Białas,false,4,Mikroelektronika w technice i medycynie,Poznań,Kazimierza Pułaskiego
819,Celina,Małecki,false,1,Elektrotechnika,Wrocław,Ignacego Paderewskiego
820,Kamil,Godlewski,false,3,Automatyka i Robotyka,Gdańsk,Józefa Piłsudskiego
821,Edmund,Walkowiak,false,5,Automatyka i Robotyka,Gdańsk,Legionów
822,Karolina,Stasiak,false,1,Informatyka,Katowice,Racławicka
823,Nikodem,Kamiński,false,4,Elektrotechnika,Poznań,Jezuicka
824,Mikołaj,Skoczylas,false,3,Inżynieria Biomedyczna,Poznań,Grodzka
825,Zuzanna,Bieniek,false,5,Elektrotechnika,Katowice,Juliana Tuwima
826,Gertruda,Gajewski,false,5,Mikroelektronika w technice i medycynie,Kielce,Warszawska
827,Czesława,Czech,false,1,Automatyka i Robotyka,Szczecin,Wawelska
828,Faustyna,Murawski,true,4,Mikroelektronika w technice i medycynie,Bydgoszcz,Francuska
829,Waldemar,Szczepanik,true,4,Informatyka,Kraków,3 Maja
830,Zuzanna,Andrzejewski,true,4,Inżynieria Biomedyczna,Wrocław,Krucza
831,Włodzimierz,Lipiński,false,5,Informatyka,Lublin,Bankowa
832,Włodzimierz,Wilczyński,true,5,Inżynieria Biomedyczna,Kielce,Beskidzka
833,Iwan,Piekarski,false,1,Informatyka,Kielce,Józefa Poniatowskiego
834,Sylwia,Kucharski,false,3,Informatyka,Gdańsk,Wincentego Witosa
835,Mikołaj,Gruszka,false,1,Elektrotechnika,Bydgoszcz,Katowicka
836,Hanna,Raczyński,false,3,Elektrotechnika,Bydgoszcz,Targowa
837,Maja,Siwek,false,1,Inżynieria Biomedyczna,Lublin,Okopowa
838,Olga,Włodarczyk,false,4,Elektrotechnika,Szczecin,gen. Andersa
839,Klara,Kowalski,false,4,Elektrotechnika,Poznań,Obozowa
840,Eliza,Sowa,false,4,Informatyka,Szczecin,Siemianowicka
841,Leszek,Biernacki,false,1,Elektrotechnika,Warszawa,Lechicka
842,Kamil,Stefański,false,5,Elektrotechnika,Gdańsk,Aleja Niepodległości
843,Konrad,Żebrowski,false,5,Inżynieria Biomedyczna,Warszawa,Hallera
844,Jolanta,Urban,false,3,Elektrotechnika,Kielce,Katowicka
845,Tytus,Romanowski,false,5,Mikroelektronika w technice i medycynie,Lublin,Floriańska
846,Olaf,Gaweł,true,5,Informatyka,Kielce,Łódzka
847,Krzysztof,Panek,false,3,Informatyka,Szczecin,Jacka Malczewskiego
848,Marek,Rosiak,false,4,Mikroelektronika w technice i medycynie,Poznań,Jana Kasprowicza
849,Mirosław,Nowacki,true,5,Informatyka,Kraków,Krucza
850,Józef,Adamus,false,5,Elektrotechnika,Poznań,Krupnicza
851,Alfred,Brzeziński,false,3,Inżynieria Biomedyczna,Lublin,Chmielna
852,Nina,Mazur,false,2,Inżynieria Biomedyczna,Kielce,Północna
853,Karol,Skowroński,false,5,Inżynieria Biomedyczna,Wrocław,Obozowa
854,Martyna,Leszczyński,true,2,Inżynieria Biomedyczna,Kielce,Zwycięstwa
855,Dariusz,Maliszewski,false,3,Informatyka,Lublin,ks. Jerzego Popoiełuszki
856,Dominika,Olczak,false,1,Automatyka i Robotyka,Warszawa,Hrubieszowska
857,Oliwia,Skrzypczak,false,4,Mikroelektronika w technice i medycynie,Kielce,Szpitalna
858,Monika,Urbańczyk,false,4,Inżynieria Biomedyczna,Kraków,Zachodnia
859,Ada,Niewiadomski,true,5,Automatyka i Robotyka,Szczecin,Stefana Starzyńskiego
860,Sylwia,Janik,false,4,Inżynieria Biomedyczna,Gdańsk,Boh.Monte Cassino
861,Oskar,Serafin,false,2,Elektrotechnika,Kraków,Władysława Reymonta
862,Elwira,Rogala,false,4,Informatyka,Gdańsk,Jagiellońska
863,Małgorzata,Cieślik,false,4,Automatyka i Robotyka,Kraków,Floriańska
864,Wilma,Filipiak,false,2,Automatyka i Robotyka,Gdańsk,Starowiejska
865,Sabina,Wrona,false,1,Informatyka,Warszawa,Kolejowa
866,Bartosz,Bogucki,false,5,Mikroelektronika w technice i medycynie,Kielce,Okopowa
867,Filip,Wolski,false,2,Elektrotechnika,Poznań,Puławska
868,Maryla,Popławski,false,1,Informatyka,Wrocław,Północna
869,Krystyna,Cichocki,false,3,Informatyka,Katowice,Armii Krajowej
870,Maria,Michalik,false,2,Automatyka i Robotyka,Gdańsk,Toruńska
871,Włodzimierz,Rogowski,false,4,Elektrotechnika,Szczecin,Boh.Monte Cassino
872,Nikodem,Czyż,false,3,Automatyka i Robotyka,Lublin,Warszawska
873,Zenon,Andrzejczak,true,3,Elektrotechnika,Lublin,Karmelicka
874,Alina,Wójcicki,false,5,Informatyka,Kielce,Aleja Niepodległości
875,Nikola,Kaczmarski,false,4,Automatyka i Robotyka,Gdańsk,Brzeska
876,Helga,Sikora,false,3,Inżynieria Biomedyczna,Poznań,Miodowa
877,Alina,Zielonka,true,1,Automatyka i Robotyka,Szczecin,Długa
878,Robert,Górniak,true,2,Elektrotechnika,Lublin,Krakowska
879,Tamara,Żak,false,4,Inżynieria Biomedyczna,Kraków,Władysława Reymonta
880,Kamil,Skiba,true,1,Inżynieria Biomedyczna,Kraków,Krupnicza
881,Zygmunt,Karaś,false,4,Automatyka i Robotyka,Kraków,Bolesława Leśmiana
882,Marek,Godlewski,true,3,Mikroelektronika w technice i medycynie,Gdańsk,Grabarska
883,Igor,Kubica,false,1,Mikroelektronika w technice i medycynie,Poznań,Wincentego Witosa
884,Paulina,Tomczak,true,5,Informatyka,Kielce,Bolesława Prusa
885,Igor,Białas,false,5,Informatyka,Gdańsk,Szczecińska
886,Bolesław,Flis,false,2,Automatyka i Robotyka,Wrocław,Beskidzka
887,Maks,Pawelec,false,2,Elektrotechnika,Szczecin,Mikołowska
888,Jowita,Bielawski,false,4,Automatyka i Robotyka,Warszawa,Szeroka
889,Jadwiga,Kopczyński,false,3,Inżynieria Biomedyczna,Poznań,Żytnia
890,Maria,Gutowski,false,2,Informatyka,Szczecin,Krakowska
891,Walentyna,Krajewski,false,5,Automatyka i Robotyka,Poznań,Królewska
892,Seweryn,Markiewicz,true,2,Automatyka i Robotyka,Gdańsk,Obozowa
893,Zofia,Olczak,false,4,Elektrotechnika,Kraków,Jana Kilińskiego
894,Leszek,Sawicki,false,3,Mikroelektronika w technice i medycynie,Katowice,Gliwicka
895,Iwan,Polak,false,5,Inżynieria Biomedyczna,Lublin,Henryka Sienkiewicza
896,Julia,Błaszczyk,true,5,Informatyka,Kraków,Józefa Poniatowskiego
897,Marek,Grzyb,false,1,Mikroelektronika w technice i medycynie,Kraków,Kijowska
898,Maurycy,Zając,false,4,Mikroelektronika w technice i medycynie,Bydgoszcz,Katowicka
899,Wanda,Kowalik,false,4,Automatyka i Robotyka,Gdańsk,Floriańska
900,Łucja,Dudziński,false,2,Inżynieria Biomedyczna,Kielce,Ignacego Paderewskiego
901,Sylwia,Olszewski,false,2,Elektrotechnika,Kraków,Katowicka
902,Wiktor,Majewski,false,1,Elektrotechnika,Lublin,Partyzantów
903,Oskar,Kmiecik,false,2,Inżynieria Biomedyczna,Warszawa,Browarna
904,Joanna,Konieczny,true,4,Mikroelektronika w technice i medycynie,Kielce,Bolesława Leśmiana
905,Mikołaj,Ptak,false,3,Mikroelektronika w technice i medycynie,Kraków,Aleja Niepodległości
906,Paulina,Łukaszewski,false,4,Mikroelektronika w technice i medycynie,Kraków,Zamkowa
907,Zuzanna,Kołodziej,false,2,Informatyka,Kraków,Gliwicka
908,Teresa,Jagodziński,false,5,Informatyka,Poznań,Lwowska
909,Albert,Maliszewski,true,5,Mikroelektronika w technice i medycynie,Szczecin,Szczecińska
910,Mikołaj,Mielczarek,false,5,Mikroelektronika w technice i medycynie,Bydgoszcz,Józefa Poniatowskiego
911,Zofia,Mierzejewski,false,5,Elektrotechnika,Bydgoszcz,Lechicka
912,Ada,Sobczak,true,5,Informatyka,Bydgoszcz,Mikołaja Kopernika
913,Włodzimierz,Łukasiewicz,false,3,Inżynieria Biomedyczna,Kraków,Kamienna
914,Mirosław,Klimczak,false,1,Mikroelektronika w technice i medycynie,Katowice,Jacka Malczewskiego
915,Szymon,Urbańczyk,false,2,Informatyka,Poznań,Hetmańska
916,Fabian,Karwowski,false,1,Informatyka,Lublin,Katedralna
917,Gaweł,Jurkiewicz,false,4,Automatyka i Robotyka,Kielce,Piwna
918,Leszek,Muszyński,false,5,Mikroelektronika w technice i medycynie,Gdańsk,Browarna
919,Sara,Ratajczak,false,1,Automatyka i Robotyka,Poznań,Krakowska
920,Helga,Krajewski,true,5,Mikroelektronika w technice i medycynie,Lublin,Chłodna
921,Agnieszka,Zych,false,4,Automatyka i Robotyka,Szczecin,Gnieźnieńska
922,Gaweł,Rak,false,5,Inżynieria Biomedyczna,Wrocław,Adama Mickiewicza
923,Eliza,Sienkiewicz,true,4,Informatyka,Kielce,Grodzka
924,Agnieszka,Lisowski,false,5,Elektrotechnika,Lublin,Francuska
925,Maria,Świątek,false,1,Elektrotechnika,Gdańsk,1 Maja
926,Tomasz,Małek,false,2,Automatyka i Robotyka,Kielce,Piękna
927,Samanta,Tomaszewski,false,5,Informatyka,Szczecin,Fabryczna
928,Paulina,Malec,true,2,Inżynieria Biomedyczna,Wrocław,Starowiejska
929,Walentyna,Zych,false,4,Informatyka,Kraków,Świętojańska
930,Iza,Przybyła,false,4,Inżynieria Biomedyczna,Szczecin,Zwycięstwa
931,Magda,Młynarczyk,false,3,Elektrotechnika,Kraków,Zwierzyniecka
932,Eliza,Sokół,false,3,Elektrotechnika,Warszawa,11 Listopada
933,Wiesław,Szydłowski,false,1,Informatyka,Lublin,Bielska
934,Nikodem,Sawicki,false,4,Informatyka,Wrocław,Konstytucji 3 Maja
935,Magda,Skrzypek,false,5,Inżynieria Biomedyczna,Katowice,ks. Jerzego Popoiełuszki
936,Maurycy,Wierzbicki,false,4,Mikroelektronika w technice i medycynie,Kraków,Juliusza Słowackiego
937,Edyta,Lasota,false,4,Automatyka i Robotyka,Lublin,Jana Pawła II
938,Sebastian,Borek,false,4,Elektrotechnika,Katowice,Konstytucji 3 Maja
939,Tytus,Szulc,false,1,Elektrotechnika,Katowice,Browarna
940,Pola,Kwiecień,true,5,Inżynieria Biomedyczna,Wrocław,Aleja 29 Listopada
941,Julian,Buczek,false,1,Elektrotechnika,Wrocław,Wrocławska
942,Szymon,Żmuda,false,4,Automatyka i Robotyka,Kraków,Jana Kilińskiego
943,Patrycja,Noga,false,2,Elektrotechnika,Warszawa,Aleksandra Fredry
944,Bartosz,Janik,false,2,Mikroelektronika w technice i medycynie,Szczecin,Dworcowa
945,Wilma,Dudziak,true,2,Automatyka i Robotyka,Wrocław,Józefa Dietla
946,Julia,Pietrzak,false,4,Elektrotechnika,Kraków,Opolska
947,Krystian,Zych,false,3,Mikroelektronika w technice i medycynie,Wrocław,Jacka Malczewskiego
948,Hilary,Cholewa,false,1,Informatyka,Warszawa,Brzeska
949,Jeremiasz,Stec,false,4,Mikroelektronika w technice i medycynie,Kraków,ALeja Solidarności
950,Agata,Jaworski,true,4,Inżynieria Biomedyczna,Gdańsk,Wiejska
951,Weronika,Kurek,true,4,Informatyka,Warszawa,ks. Jerzego Popoiełuszki
952,Gaweł,Bilski,false,4,Inżynieria Biomedyczna,Lublin,Jana Kasprowicza
953,Izydor,Górka,false,5,Automatyka i Robotyka,Kraków,ks. Jerzego Popoiełuszki
954,Zenon,Ciszewski,false,2,Elektrotechnika,Wrocław,ALeja Solidarności
955,Aleksandra,Królikowski,false,3,Inżynieria Biomedyczna,Wrocław,Żytnia
956,Sebastian,Sokół,false,2,Elektrotechnika,Kielce,Aleja 29 Listopada
957,Walentyna,Stasiak,false,5,Mikroelektronika w technice i medycynie,Bydgoszcz,Stefana Żeromskiego
958,Bonifacy,Góra,false,2,Inżynieria Biomedyczna,Kraków,Zachodnia
959,Rachela,Pilarski,false,5,Mikroelektronika w technice i medycynie,Gdańsk,Bielska
960,Ludwik,Wilczek,false,1,Mikroelektronika w technice i medycynie,Wrocław,Hallera
961,Justyna,Rogala,false,2,Automatyka i Robotyka,Kraków,Poznańska
962,Kornel,Domański,false,5,Automatyka i Robotyka,Lublin,Partyzantów
963,Oktawia,Szymański,false,2,Inżynieria Biomedyczna,Gdańsk,Poznańska
964,Aleksandra,Bąk,false,5,Inżynieria Biomedyczna,Szczecin,Krakowskie Przedmieście
965,Grzegorz,Lasota,false,3,Inżynieria Biomedyczna,Lublin,Aleja Niepodległości
966,Bolesław,Mikulski,false,2,Mikroelektronika w technice i medycynie,Kraków,Juliusza Słowackiego
967,Weronika,Żukowski,true,5,Informatyka,Katowice,Szewska
968,Oskar,Pietrzak,true,5,Inżynieria Biomedyczna,Kraków,Juliusza Słowackiego
969,Filip,Kubacki,true,1,Mikroelektronika w technice i medycynie,Wrocław,Juliusza Słowackiego
970,Gertruda,Kołodziej,false,5,Informatyka,Poznań,Lipowa
971,Mirosław,Król,true,2,Elektrotechnika,Katowice,Jana Kilińskiego
972,Joanna,Laskowski,false,2,Inżynieria Biomedyczna,Kraków,Aleksandra Fredry
973,Maks,Sobieraj,false,3,Informatyka,Katowice,Okopowa
974,Maurycy,Sikora,false,5,Elektrotechnika,Wrocław,Stefana Starzyńskiego
975,Dagmara,Cichocki,false,2,Elektrotechnika,Warszawa,Bankowa
976,Małgorzata,Bartczak,false,5,Automatyka i Robotyka,Katowice,Poznańska
977,Dominika,Nowakowski,false,5,Informatyka,Katowice,Chmielna
978,Wiktor,Czapla,false,3,Elektrotechnika,Lublin,Piwna
